"","Agonopsis vulsa","Ammodytes personatus","Anoplarchus","Anoplopoma fimbria","Apodichthys flavidus","Artedius spp.","Aulorhynchus flavidus","Blepsias bilobus","Blepsias cirrhosus","Brachyistius frenatus","Chitonotus pugetensis","Citharichthys sordidus","Citharichthys stigmaeus","Clinocottus acuticeps","Clinocottus embryum","Clupea pallasii","Cottus","Cottus_Leptocottus","Cryptacanthodes giganteus","Cymatogaster aggregata","Embiotoca lateralis","Enophrys bison","Gadus","Gasterosteus aculeatus","Gobiesox maeandricus","Hemilepidotus spp.","Hexagrammos","Hexagrammos decagrammus","Hippoglossus stenolepis","Hypomesus","Lepidogobius lepidus","Lepidopsetta","Liparis mucosus","Lumpenus sagitta","Microgadus proximus","Myoxocephalus","Nautichthys oculofasciatus","Oligocottus maculosus","Oligocottus snyderi","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus tshawytscha","Ophiodon elongatus","Oxylebius pictus","Pholis laeta","Phytichthys chirus","Pleuronectidae 1","Pleuronectidae 2","Pleuronectidae 3","Pleuronichthys coenosus","Podothecus accipenserinus","Rhamphocottus richardsonii","Rhinogobiops nicholsii","Ronquilus jordani","Salvelinus","Scorpaenichthys marmoratus","Sebastes 1","Sebastes 2","Sebastes 3","Sebastolobus","Stichaeidae","Stichaeus punctatus","Synchirus gilli","Syngnathus leptorhynchus","Xiphister","Zaprora silenus","Mallotus villosus","Pallasina barbata","Trichodon trichodon","Enophrys lucasi"
"2021_BOST_A_3",0,0,0.0689707393889058,0,0,0.00195252776349905,0,0,0,0,0,0,0.00146804626738643,0.0225721769276431,0,0.0474260210045102,0.0120003400000787,0.0125253173405146,0,0.0203579984009826,0,0,0,0,0,0.0352730367312588,0.00267718900618996,0.00912116334040656,0,0,0,0,0,0,0.260010030489565,0.046943164339421,0,0.00890253686374078,0,0.170514607192802,0.0461343692426005,0,0,0,0.0274975868757689,0,0.00619782914060559,0.0029580548171072,0.000502675981992075,0,0,0.189853336443426,0,0,0.00559825996238572,0,0.000542992479209603,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOST_A_2021",0,0.00402351204984688,0,0,0.112097101221218,0.0320500561353287,0,0,0,0.326420364625635,0,0,0,0,0,0,0,0,0,0.290536582590103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995635842522395,0,0,0,0,0,0,0,0,0.0176409494664407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117667849659189,0,0,0,0,0,0
"2021_BOST_B_1",0,0,0.0318319711995478,0,0,0,0,0,0,0,0,0,0,0,0,0.0845798203713097,0.0231263186679738,0.0300164418792186,0,0.0475136494500295,0,0,0,0.000305453540032005,0,0,0,0,0,0,0,0,0,0,0,0.0722409134189156,0,0,0,0.603001389967123,0.0522825282876115,0,0,0,0.0150704872011717,0,0,0.0339320691559626,0,0,0,0,0,0,0.00609895686110468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021_BOST_B_2",0,0.00119698754236047,0.00368904099224178,0,0.0465630859484533,0.00301100008758994,0,0,0,0,0,0,0,0.0786322895775993,0,0.105679778829269,0.0197544503002512,0.0133281087948076,0,0.0449471706225625,0,0,0,0.00132681954068972,0,0,0,0,0.000389802003545748,0,0,0,0,0.0036501704769143,0,0.0279181841613539,0,0.00285541959404897,0,0.506113140620628,0.0508279794976641,0.000450531059157685,0,0,0.0350708994222191,0,0,0,0,0,0,0,0,0,0.0128740876378958,0,0,0,0,0,0,0,0.0417210532907482,0,0,0,0,0,0,0
"2021_BOST_B_3",0,0,0.00382365735870315,0.315369394806574,0,0,0,0,0,0,0,0,0.000519547215467379,0,0,0.0442614267086278,0.0067670495931831,0.0102244880370509,0,0.0172965508233298,0,0.0467376883052174,0,0.000820183110137328,0,0.0142327375933521,0.00157193467816361,0.000892594989671936,0,0,0,0,0,0,0,0.0508725410762044,0,0.000499386495722246,0,0.254685416006233,0.0888685618940888,0,0,0,0.0117026259416006,0,0,0,0.0539141671566934,0.0560668036313232,0,0,0,0,0.0208732445786562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOST_B_2021",0,0,0,0,0,0.0138305380345619,0.319901083664194,0,0,0,0,0,0,0,0,0,0,0.0106005770562879,0,0.0734693951811519,0,0.00798071931606478,0,0,0,0,0.0202805215304093,0,0,0,0,0,0,0,0,0.0222779423104652,0,0,0,0,0.196120380782921,0,0,0,0.103615759803182,0,0,0.0265578258136312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205365256507131,0,0,0,0,0,0
"2022_CLAM_A_1",0,0.0488854075593484,0.118316928442423,0,0,0,0,0,0,0,0,0,0,0,0,0.0391098910760088,0,0,0,0.0428665343675517,0,0.164259806434971,0,0.00894604769369909,0,0,0.102211179411723,0,0,0,0,0,0,0,0,0.230766116241152,0,0,0,0.0249955713390019,0,0,0,0,0.0225838659825571,0,0,0,0,0,0,0,0,0,0.0149125435680382,0,0,0,0.145762265597178,0,0,0,0,0.0363838422863475,0,0,0,0,0,0
"2022_CLAM_A_2",0,0.0554365835397039,0.110661369583516,0,0,0,0,0,0,0,0,0,0.000642908150338434,0,0,0.103825361812783,0,0,0,0.0782374991726641,0,0.38199620149773,0,0.0306111844291951,0,0,0.0358673040203043,0,0,0,0,0,0,0,0,0,0,0,0,0.0905541690851539,0,0,0,0,0.112167418708612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_CLAM_A_3",0,0.0321126263822557,0.0691810018616181,0,0,0,0,0,0,0,0,0,0.00599419819655391,0,0,0.118696604470854,0,0,0,0,0,0.282674067162253,0,0.0188278580923839,0,0,0,0,0.312610973619528,0,0,0,0,0,0,0,0,0.0169418530170559,0,0.035633154646438,0,0,0,0,0.0616850434314102,0,0,0,0,0,0,0,0,0,0,0,0.0332890530089105,0,0,0,0,0,0,0.0123535661107382,0,0,0,0,0,0
"CLAM_A_2022",0,0.179269328067874,0.0156561386953867,0,0,0.0301208935507486,0.210470967067715,0,0.0134081478234176,0,0,0,0,0,0,0,0,0,0,0.0035703733684256,0,0.00711034447299907,0.00851194097565235,0,0,0.109066257753953,0.17617015616116,0,0,0,0,0,0,0.00138782145862175,0,0,0,0,0,0,0,0,0,0,0.0211006757190529,0,0,0,0,0,0,0,0,0,0,0,0.0623004848360816,0,0,0,0,0,0,0.161856470048912,0,0,0,0,0,0
"2021_DALL_A_1",0,0.00271834941563199,0.0108839579898621,0,0,0.00547000841736717,0.0399154437584954,0,0,0.000134199154298721,0,0,0.00435635320499656,0,0,0.0098545094855516,0,0.0258326405870485,0,0.0502423638502619,0,0,0.0782648414864944,0.000601775582469739,0,0,0,0,0,0,0.152794395579327,0,0,0.0648272814811149,0,0.152775576484447,0,0.060951095507436,0,0.013903171308326,0,0.00622021261378576,0,0,0.108815159588451,0,0,0.0388747084948829,0.164366398165294,0,0,0,0,0,0,0,0.00819755784445651,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021_DALL_A_2",0,0.0042139228231971,0.223153583445496,0,0,0.00159383250495051,0.0270043519237782,0,0,0,0,0,0.00436113889276581,0,0,0.0179229912912675,0,0.00695642200117105,0,0.026152743199417,0,0.0423320598822236,0.0496598104784427,0.00193435685960195,0,0,0.0539003722709007,0,0,0,0.17557788105575,0,0,0.0279792143986681,0,0.169265689000514,0,0.0128387632121927,0,0.0386338065411477,0,0,0,0,0.0451038938606283,0,0,0.0378917315911779,0,0.0105450884972405,0,0,0,0,0,0,6.65192619214124e-05,0,0,0,0,0,0,0.00382147239366667,0.0190903546138805,0,0,0,0,0
"2021_DALL_A_3",0,0,0.139698278503261,0,0,0.00559249754236201,0.0332837676879904,0,0,0,0,0,0.00860444792144326,0,0,0.0384840830798543,0,0,0,0.122402839215015,0,3.49428038390386e-05,0.0201190088857442,0.00298935763923821,0,0,0.00597074306290312,0,0,0.00441885241479394,0,0,0,0.00516986799816907,0,0.200850952665179,0,0.00543313912123319,0,0.00792023940224889,0,0,0,0,0.11287330944089,0,0,0.000486859999166359,0,0,0,0,0,0,0,0,0,0,0,0,0.285638644728298,0,0,0,2.81678883700315e-05,0,0,0,0,0
"DALL_A_2021",0,0,0,0,0,0.0120899026932402,0.0446762282308009,0,0,0,0,0,0.00442528345232086,0,0,0,0,0.00320761620475714,0,0.00242520199644465,0,0,0.0211999246104629,0.0217020118453556,0,0,0.0214783074588832,0,0,0,0,0.0136613724313305,0,0.607090935317412,0,0.0134821129801242,0,0,0,0.00177447388874389,0,0,0,0,0.100329508764851,0,0,0.116523470737819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159336493874544,0,0,0,0,0,0
"2021_DALL_B_1",0,0,0.139455771604956,0,0.0216692844979684,0.0567833986628097,0.00355445707990025,0,0,0.0498399659209468,0,0,3.53616005315804e-05,0.00931566632086306,0,0.0248812279435891,0,0,0,0.00495264636476695,0,0.0246210705840175,0,0,0.222861997021632,0.0189008166842917,0,0,0,0,0,0,0,0.000270567904869355,0,0.0071638177333338,0.120459705944423,0.0625020502077285,0,0.0299945672763783,0,0,0,0,0.135980411939779,0,0,0,0,0,0,0,0,0,0,0,0.00281612678562274,0.00193918808107328,0,0,0,0,0,0,0.062001899840519,0,0,0,0,0
"2021_DALL_B_2",0,0,0.117259076660293,0,0.075710260542708,0.00718926883191619,0,0,0,0,0,0,0.000130399109764085,0,0.205331122140314,0.0568127464175676,0,0,0,0.0160373213621179,0,0.0117047466399395,0,0.000275981073750097,0,0.00902037893082378,0,0.0543825292161879,0,0,0,0,0,0.0032085367104495,0,0.0214758188921605,0,0.0172858882093339,0,0.0420670680226925,0.0456133834237217,0,0,0.0208479855250828,0.0764291746093799,0,0,0,0,0.0135581936982931,0,0,0.00280752871737782,0,0,0,0.0170285357055179,0.0980421816441473,0,0,0,0,0,0,0.0877818739164605,0,0,0,0,0
"2021_DALL_B_3",0,0,0.14054513363541,0,0.0264576300140376,0.0138424149356749,0,0,0,0,0,0,0,0,0,0.133685901963554,0,0,0,0.0371341979910388,0,0.071997951932097,0.00302331402071253,0,0,0.0352952619674516,0.00606120251230681,0.102261860563411,0,0,0,0,0,0,0,0,0,0.107269594086579,0,0.119941020958157,0.000533564834519032,0.00677866234224964,0,0,0.166500884416645,0,0,0,0,0,0,0,0,0,0,0,0.00506200645544868,0,0,0,0,0,0,0,0.0236093973707078,0,0,0,0,0
"DALL_B_2021",0,0.0412667187611995,0,0,0,0.00552467151207766,0,0,0,0.344636288653987,0,0,0,0,0,0.00108497502374629,0,0,0,0.0240117423288113,0,0,0,0.0111139647381685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509938261160755,0,0,0,0.0423140259261052,0.00532154416408893,0,0,0,0,0,0,0,0,0,0,0,0.0147878077310605,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_GUKT_A_1",0,0.000183335976895758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211487591958155,0,0.308400961340103,0,0,0,0.14998380015679,0,0.000112247546504662,0,0,0.128693457371,0,0,0,0,0,0,0.0149309604661269,0,0,0,0.123006672612465,0,0,0,0.025586711255041,0,0,0.119770707505233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108182386574026,0,0,0,0,0,0
"2022_GUKT_A_2",0,0.0137860979312963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812558693916831,0,0.458728797678486,0,0.0918736447508436,0,0,0,0.0370690286991163,0,0,0.165967271724854,0,0.000309724107719259,0,0,0,0,0.0545011920893858,0,0,0,0,0,0.00111186554704519,0,0,0,0,0.0953965080795702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_GUKT_A_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821340838379678,0,0.28258496996815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857929546142276,0,0.180276721220052,0,0.0358736407867118,0,0.0157599853000082,0,0,0,0,0.0142448785303171,0,0,0,0.28258496996815,0,0,0,0,0,0.0946684712285854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUKT_A_2022",0,0,0.00166330115473594,0,0.0356118903126034,0.00785461964202307,0.00279504264567862,0,0.0199426585750579,0,0,0,0,0,0,0.000228525499332214,0,0.0110371520628878,0,0.00783917389102719,0,0,0.00120573972329619,0.0119386196524253,0,0.0139045803817514,0.0374324767906167,0,0,0,0.035436687429782,0.00854685367502481,0,0.156582904287007,0,0,0,0,0,0,0,0,0.00338303169104885,0,0.10087768470522,0,0,0.021367134187562,0,0,0,0.242008503792815,0,0,0,0,0,0,0,0,0,0,0,0.0139558158385294,0,0,0.0243791002687606,0.242008503792815,0,0
"2022_HALI_A_1",0,0,0,0,0,0.0155746111189565,0,0,0,0,0,0,0.035775214700033,0,0,0.0447336250900399,0,0,0,0.146220623787529,0,0,0,0.10182745915309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288843116119712,0,9.93876518732192e-06,0,0,0.438077756704153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188896459069039,0,0,0,0,0
"2022_HALI_A_2",0,0.00781354956138404,0.283960750299055,0,0,0.0162457237841756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135833861749383,0,0,0,0.0215222104392207,0,0,0,0,0,0,0,0,0,0.00827846901381423,0,0,0.283960750299055,0.0180401758405865,0,0.0128211916129824,0,0,0,0,0.0986183469896041,0,0,0,0,0,0,0,0,0,0,0,0,0.104027020929125,0,0,0,0,0,0.00887794948161301,0,0,0,0,0,0
"2022_HALI_A_3",0,0,0.198317057489109,0,0,0,0,0,0,0,0,0,1.35694665316631e-05,0,0,0.00374592650428334,0,0,0,0.0681860657763172,0,0,0,0.136234174005145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528221904756509,0,0,0,0,0.142908776512636,0,0,0,0,0,0,0,0,0,0,0,0,0.368143966826024,0,0,0,0,0,0.0296282729443031,0,0,0,0,0,0
"HALI_A_2022",0,0,0.00683790193493285,0,0.029280399761861,0.165041233412343,0.022981078875208,0,0.0117121599047444,0,0,0,0.000948470361926032,0,0,0,0,0.00206246375091537,0,0.0478209737497563,0,0.0124219232279249,0,0.018284770780447,0,0,0.0118374236470411,0,0,0,0,0,0,0.196388845288865,0,0.0173377159437048,0.0464606699726974,0,0,0,0,0,0.00463592915415941,0.0366396446217939,0.165884984441529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192609201678935,0,0,0,0.0108142094912151,0,0
"2022_HARM_A_1",0,0.0931343369820189,0.301000198266334,0,0,0,0.0461608519034272,0,0,0,0,0,0,0,0,0.0825956116167133,0,4.04317647642419e-05,0,0,0,0,0.000145758261840341,0,0,0,0,0,0,0,0,0,0,0.0161140338477326,0,0.144596906600015,0,0.124750951674191,0,6.71013359487139e-05,0,0,0,0,0.115640779272304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757530384747104,0,0,0,0,0
"2022_HARM_A_2",0,0.0768041995315314,0.111717652073808,0,0,0.0314016106243382,0,0,0,0.229815815186409,0,0,0.00593930593279223,0,0,0.0366863078259657,0,0,0,0,0,0,0,0.00429786976457788,0,0,0,0,0,0,0,0,0,5.54106400496044e-05,0,0.268410569865261,0,0.0602356646037785,0,0.00812516813343216,0,0,0,0,0.10876794610526,0,0,0,0,0,0,0,0,0,0,0,0.0271490418710144,0,0,0,0,0,0,0.030593437841781,0,0,0,0,0,0
"2022_HARM_A_3",0,0.240516747371461,0.0641672499688364,0,0,0.0181506497138593,0,0,0,0,0,0,0.0100035769339518,0.179857788808655,0,0.0544883109244823,0,0,0,0,0,0.069257903132748,0,0,0,0,0,0,0,0,0,0,0,0.0179214215394813,0,0.119662893043074,0,0.0372739478347102,0,0,0,0,0,0,0.067775602092225,0,0,0,0,0,0,0,0,0,0,0,0.0291534926902229,0.0768000012769578,0,0,0,0,0,0.0149704146693351,0,0,0,0,0,0
"HARM_A_2022",0,0.00263068201389647,0,0,0,0.0538848041622253,0.0527305476575361,0,0.014658428971466,0,0,0.00412726529886844,0,0,0,0,0,0,0,0,0,0.00777336890917023,0.0403245322663417,0.00361332984276605,0,0.0119236453350976,0.093829622881523,0.011216731161092,0,0,0,0,0,0.0060689313823803,0,0,0,0,0,0.00071399303741129,0,0,0.310413789983986,0,0.255192722095872,0,0,0,0,0,0,0,0,0,0,0,0.0180290837616961,0,0,0,0,0.048756477689537,0,0.064112043549135,0,0,0,0,0,0
"2021_HUNT_A_1",0,0,0.0252480039399356,0,0,0,0.00373464868849127,0,0,0,0,0,0,0.01868775271011,0,0.00295660604307932,0.285883935860581,0,0,0.0193006309157343,0,0,0,0.0145524611073973,0,0,0,0,0,0,0,0,0,0.000347659000194497,0,0,0,0.00684954311368341,0,0.0351611102607153,0.217942694950573,0,0,0,0.0293568719836168,0,0,0.0475637436994517,0,0,0,0,0.152147642992586,0,0.12564290867821,0,0,0,0.00691687348680765,0,0,0,0,0.00770691256883412,0,0,0,0,0,0
"2021_HUNT_A_2",0,0,0.0214633643441957,0,0,0,0.0839158524559857,0,0,0,0,0,0,0.125449710273269,0,0.000168025580581873,0.322356941488543,0,0,0.00945132756767134,0,0,0,0.0373598036411586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035253724382267,0.284369218960069,0,0,0,0.00762507291560701,0,0,0,0,0,0,0,0,0,0.0725869583906521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021_HUNT_A_3",0,0,0.131994687007212,0,0,9.88068939043186e-06,0.00397151361679562,0,0,0,0,0,0.000459564934661159,0.0434443335866617,0,0.00575484236000347,0.399226409263156,0,0,0.0570811809023998,0,0,0.00156114062158171,0.00849903352269572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077199176034271,0,0.0431682568842155,0.156426329269565,0,0,0,0.0291295037759825,0,0,0.00175255031317775,0,0.0148477267750078,0,0,0,0,0.0949531288740676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HUNT_A_2021",0,0,0.0251467164335878,0,0,0.174460654440715,0,0,0,0,0,0.00808498297176895,0,0,0,0,0,0.00505654040204582,0,0.0369569177196413,0,0,0,0.00117970407904065,0,0,0,0,0,0,0,0,0,0.338823723437333,0,0.0106267153919224,0,0,0,0.0377636935230193,0,0,0,0,0.14686390962343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427007261630458,0,0,0,0.17233571581445,0,0
"2022_ILDE_A_1",0,0,0.0717818312083642,0,0,0,0,0,0,0.380897213041322,0,0,0,0,0,0.0654975072411044,0,0,0,0.111107470902323,0,0,0,0.123425521017535,0,0,0,0,0,0,0,0,0,0.0325812869151101,0,0,0,0.0126938461205433,0,0.0710617093908059,0,0,0,0,0.0943161551557823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366374590071102,0,0,0,0,0
"2022_ILDE_A_2",0,0,0,0,0,0.0278218025037494,0,0,0,0,0,0,0,0,0,0.0800154632481517,0,0.0237936123365195,0,0.316905715919976,0,0,0,0.120433717429406,0,0,0.158456873478213,0,0,0,0,0.10658626433598,0,0.0103533170125555,0,0,0,0,0,0.0296949957237049,0,0,0,0,0.11102723205261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149110059591345,0,0,0,0,0,0
"2022_ILDE_A_3",0,0.00550909073626076,0,0,0,0,0.0377301954339591,0,0,0,0,0,0.00808189221033002,0,0,0.0128405074535996,0,0.0782634087835859,0,0.356281777958329,0,0,0,0.0696817742665431,0,0.14756467608969,0.0158940979068865,0,0,0,0,0,0,0.0485578780982537,0,0.0541159523952662,0,0,0,0.0154272687463465,0,0.0152222718579217,0,0,0.0677336159773169,0,0,0,0,0,0,0,0,0,0,0,0.0313582216265793,0,0,0,0,0,0,0.0357373704591318,0,0,0,0,0,0
"ILDE_A_2022",0,0.00104040649976052,0,0,0.0144931283005983,0.0432136917141703,0.094792570950026,0,0.0231890052809573,0,0,0,0,0,0,0.169267338013405,0,0.00306261717740803,0,0.0221265739769369,0,0.0122971358688209,0,0.0100032321809849,0,0.160332907370058,0.183589958922232,0.0177443871124225,0,0,0,0,0,0.0222018242863037,0,0.00858177291482008,0,0,0,0.0011295063302709,0,0,0.00688403675190596,0,0.0661435817171691,0,0,0,0.011734920492526,0,0,0,0,0,0,0,0.00950707881393971,0,0,0,0,0,0,0.118664325325284,0,0,0,0,0,0
"2021_KAHS_A_1",0,0.00611641125860101,0.0650067544683062,0,0.0633392493821695,0.00187604250173748,0,0,0,0,0,0,0,0.213631748028166,0,0.0256399954667118,0.00196512636943376,0,0,0.0161576254151334,0,0.163806478475956,0,0,0,0.0575873568345937,1.73840256644267e-05,0,0,0,0,0,0,0,0,0.0643612655703607,0,0.0723064759143652,0,0.0299176325267434,0,0,0,0,0.15470127288885,0,0,0.0523851510991875,0,0,0,0,0,0,0,0,0.0111840297740205,0,0,0,0,0,0,0,0,0,0,0,0,0
