"","bay_year","name","value","bay_year2","intx","habitat","type","place_name","date","julian","latitude","longitude","year"
"75","2021_BOST_A_2","Apodichthys flavidus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"76","2021_BOST_A_2","Artedius spp.",0.013666763594068,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"77","2021_BOST_A_2","Aulorhynchus flavidus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"78","2021_BOST_A_2","Blepsias bilobus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"79","2021_BOST_A_2","Blepsias cirrhosus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"80","2021_BOST_A_2","Brachyistius frenatus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"81","2021_BOST_A_2","Chitonotus pugetensis",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"82","2021_BOST_A_2","Citharichthys sordidus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"83","2021_BOST_A_2","Citharichthys stigmaeus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"84","2021_BOST_A_2","Clinocottus acuticeps",0.00195629353945987,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"85","2021_BOST_A_2","Clinocottus embryum",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"86","2021_BOST_A_2","Clupea pallasii",0.299016986917638,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"87","2021_BOST_A_2","Cottus",0.0109743296116042,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"88","2021_BOST_A_2","Cottus_Leptocottus",0.0199614208778218,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"89","2021_BOST_A_2","Cryptacanthodes giganteus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"90","2021_BOST_A_2","Cymatogaster aggregata",0.0277573336715756,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"91","2021_BOST_A_2","Embiotoca lateralis",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"92","2021_BOST_A_2","Enophrys bison",0.0104017558927379,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"93","2021_BOST_A_2","Gadus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"94","2021_BOST_A_2","Gasterosteus aculeatus",0.00956350360246842,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"95","2021_BOST_A_2","Gobiesox maeandricus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"96","2021_BOST_A_2","Hemilepidotus spp.",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"97","2021_BOST_A_2","Hexagrammos",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"98","2021_BOST_A_2","Hexagrammos decagrammus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"99","2021_BOST_A_2","Hippoglossus stenolepis",0.00746340990598042,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"100","2021_BOST_A_2","Hypomesus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"101","2021_BOST_A_2","Lepidogobius lepidus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"102","2021_BOST_A_2","Lepidopsetta",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"103","2021_BOST_A_2","Liparis mucosus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"104","2021_BOST_A_2","Lumpenus sagitta",0.00243343830518179,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"105","2021_BOST_A_2","Microgadus proximus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"106","2021_BOST_A_2","Myoxocephalus",0.0185132169100105,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"107","2021_BOST_A_2","Nautichthys oculofasciatus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"108","2021_BOST_A_2","Oligocottus maculosus",0.0168193107878392,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"109","2021_BOST_A_2","Oligocottus snyderi",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"110","2021_BOST_A_2","Oncorhynchus",0.439641920346915,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"111","2021_BOST_A_2","Oncorhynchus clarkii",0.0361288170806597,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"112","2021_BOST_A_2","Oncorhynchus tshawytscha",0.0109204872217376,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"113","2021_BOST_A_2","Ophiodon elongatus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"114","2021_BOST_A_2","Oxylebius pictus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"115","2021_BOST_A_2","Pholis laeta",0.0334859660102178,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"116","2021_BOST_A_2","Phytichthys chirus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"117","2021_BOST_A_2","Pleuronectidae 1",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"118","2021_BOST_A_2","Pleuronectidae 2",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"119","2021_BOST_A_2","Pleuronectidae 3",0.0212022331355502,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"120","2021_BOST_A_2","Pleuronichthys coenosus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"121","2021_BOST_A_2","Podothecus accipenserinus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"122","2021_BOST_A_2","Rhamphocottus richardsonii",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"123","2021_BOST_A_2","Rhinogobiops nicholsii",0.00104971848458822,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"124","2021_BOST_A_2","Ronquilus jordani",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"125","2021_BOST_A_2","Salvelinus",0.0113101161359353,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"126","2021_BOST_A_2","Scorpaenichthys marmoratus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"127","2021_BOST_A_2","Sebastes 1",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"128","2021_BOST_A_2","Sebastes 2",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"129","2021_BOST_A_2","Sebastes 3",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"130","2021_BOST_A_2","Sebastolobus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"131","2021_BOST_A_2","Stichaeidae",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"132","2021_BOST_A_2","Stichaeus punctatus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"133","2021_BOST_A_2","Synchirus gilli",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"134","2021_BOST_A_2","Syngnathus leptorhynchus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"135","2021_BOST_A_2","Xiphister",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"136","2021_BOST_A_2","Zaprora silenus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"137","2021_BOST_A_2","Mallotus villosus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"138","2021_BOST_A_2","Pallasina barbata",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"139","2021_BOST_A_2","Trichodon trichodon",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"140","2021_BOST_A_2","Enophrys lucasi",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"141","2021_BOST_A_3","Agonopsis vulsa",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"142","2021_BOST_A_3","Ammodytes personatus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"143","2021_BOST_A_3","Anoplarchus",0.0364450505644905,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"144","2021_BOST_A_3","Anoplopoma fimbria",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"145","2021_BOST_A_3","Apodichthys flavidus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"146","2021_BOST_A_3","Artedius spp.",0.00589902704359151,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"147","2021_BOST_A_3","Aulorhynchus flavidus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"148","2021_BOST_A_3","Blepsias bilobus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"149","2021_BOST_A_3","Blepsias cirrhosus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"150","2021_BOST_A_3","Brachyistius frenatus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"151","2021_BOST_A_3","Chitonotus pugetensis",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"152","2021_BOST_A_3","Citharichthys sordidus",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"153","2021_BOST_A_3","Citharichthys stigmaeus",0.00559258408028806,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"154","2021_BOST_A_3","Clinocottus acuticeps",0.00641067023240351,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
"155","2021_BOST_A_3","Clinocottus embryum",0,"BOST_A_2021","eelgrass_edna","eelgrass","edna","Bostwick Inlet",2021-08-11,223,55.236796,-131.750555,2021
